cui,preferred_name,semantic_types,token,frequency
C0001962,ethanol,"orch,phsu",ethanol,9
C0038187,Starvation,fndg,Starvation,9
C0392338,Cutaneous Receptive Fields,blor,Cutaneous Receptive Fields,9
C0444708,Radiographic,npop,Radiographic,9
C2699323,sodium glycididazole,"orch,phsu",sodium glycididazole,9
C0205103,Intermediate,spco,Intermediate,9
C0014520,Epidermis,tisu,Epidermis,9
C0004454,Axilla,blor,Axilla,9
C0700364,Appearance,qlco,Appearance,9
C0015385,Limb structure,bpoc,Limb structure,9
C1698986,Storage,ftcn,Storage,9
C0439830,Velocity,qnco,Velocity,9
C0205289,Maximal (qualifier value),qlco,Maximal (qualifier value),9
C0449238,Duration (temporal concept),tmco,Duration (temporal concept),9
C0449379,Connection,spco,Connection,9
C1626935,Unit dose - Base,qnco,Unit dose - Base,9
C0003009,angiotensin II,"aapp,bacs,phsu",angiotensin II,9
C0019010,Hemodynamics,ortf,Hemodynamics,9
C0035203,Respiration,phsf,Respiration,9
C0027792,Neural Pathways,bpoc,Neural Pathways,9
C0202155,"Oxygen measurement, partial pressure, arterial",lbpr,"Oxygen measurement, partial pressure, arterial",9
C0014792,Erythrocytes,cell,Erythrocytes,9
C0010454,Culture Media,irda,Culture Media,9
C0242485,Measurement,ftcn,Measurement,9
C0086597,Mediate,socb,Mediate,9
C0019080,Hemorrhage,patf,Hemorrhage,9
C0005367,Bicarbonates,"inch,phsu",Bicarbonates,9
C0016107,filtration,hcpp,filtration,9
C0027726,Nephrotic Syndrome,dsyn,Nephrotic Syndrome,9
C0442821,Strong,qlco,Strong,9
C0032016,"Pituitary Hormones, Anterior","aapp,horm","Pituitary Hormones, Anterior",9
C0014939,estrogens,"horm,orch,phsu",estrogens,9
C0017687,glucagon,"aapp,horm,phsu",glucagon,9
C0015560,Fallopian Tubes,bpoc,Fallopian Tubes,9
C0007874,Cervix Uteri,bpoc,Cervix Uteri,9
C0026140,"Milk, Human",bdsu,"Milk, Human",9
C0231335,Childhood,tmco,Childhood,9
C0009452,Communication,socb,Communication,9
C0205296,Natural,ftcn,Natural,9
C0022346,Icterus,sosy,Icterus,9
C0015252,removal technique,topp,removal technique,9
C0035298,Retina,bpoc,Retina,9
C0015462,Facial nerve structure,bpoc,Facial nerve structure,9
C0449255,Context,idcn,Context,9
C0220922,systematic,ftcn,systematic,9
C0039128,Syphilis,dsyn,Syphilis,9
C0521033,Fungal,ftcn,Fungal,9
C0439662,Immune,fndg,Immune,9
C0438154,Electrocardiogram finding,fndg,Electrocardiogram finding,9
C1541923,Infective endocarditis,dsyn,Infective endocarditis,9
C0268731,Renal glomerular disease,dsyn,Renal glomerular disease,9
C0041296,Tuberculosis,dsyn,Tuberculosis,9
C0521604,Inflammatory diarrhea,patf,Inflammatory diarrhea,9
C0024369,Lysosomes,celc,Lysosomes,8
C0012222,Diffusion,npop,Diffusion,8
C3245499,Colombia,geoa,Colombia,8
C1456447,"SLC6A2 protein, human","aapp,bacs","SLC6A2 protein, human",8
C0014653,Equilibrium,orgf,Equilibrium,8
C0086741,Osmolality,clna,Osmolality,8
C0443172,Changed status,qnco,Changed status,8
C0038317,Steroids,"orch,phsu",Steroids,8
C0010674,Cystic Fibrosis,dsyn,Cystic Fibrosis,8
C1857276,Trichohepatoenteric Syndrome,dsyn,Trichohepatoenteric Syndrome,8
C1285092,Gland,bpoc,Gland,8
C1101610,MicroRNAs,"bacs,nnon",MicroRNAs,8
C0035696,"RNA, Messenger","bacs,nnon","RNA, Messenger",8
C0035668,RNA,nnon,RNA,8
C0684063,Eukaryota,euka,Eukaryota,8
C0686817,Prokaryote,orgm,Prokaryote,8
C0205171,Singular,qnco,Singular,8
C0205419,Variant,qlco,Variant,8
C0600281,Nomenclature,inpr,Nomenclature,8
C1867440,Autosomal dominant multiple pterygium syndrome,dsyn,Autosomal dominant multiple pterygium syndrome,8
C0034897,Recurrence,phpr,Recurrence,8
C1436327,"AKR1B1 protein, human","aapp,enzy","AKR1B1 protein, human",8
C0560175,Carrier of disorder,fndg,Carrier of disorder,8
C0006353,Buffers,"irda,phsu",Buffers,8
C0007412,Catecholamines,"bacs,phsu",Catecholamines,8
C0204695,Feeding patient,hlca,Feeding patient,8
C0004057,aspirin,"orch,phsu",aspirin,8
C0005516,Biological Markers,clna,Biological Markers,8
C0007097,Carcinoma,neop,Carcinoma,8
C0023418,leukemia,neop,leukemia,8
C1306372,"Mass, a measure of quantity of matter",qnco,"Mass, a measure of quantity of matter",8
C0007589,Cell Differentiation process,celf,Cell Differentiation process,8
C0392148,Providing presence (regime/therapy),topp,Providing presence (regime/therapy),8
C0013216,Pharmacotherapy,topp,Pharmacotherapy,8
C0150270,Medication Management,hlca,Medication Management,8
C1261153,Drug measurement,lbpr,Drug measurement,8
C0456079,Disease classification level,clas,Disease classification level,8
C0449247,Time course,tmco,Time course,8
C0026973,Myelin Sheath,celc,Myelin Sheath,8
C0041755,Adverse reaction to drug,patf,Adverse reaction to drug,8
C0032529,Genetic Polymorphism,genf,Genetic Polymorphism,8
C0021051,Immunologic Deficiency Syndromes,dsyn,Immunologic Deficiency Syndromes,8
C0018284,Growth Factor,"aapp,bacs",Growth Factor,8
C0042890,Vitamins,"orch,phsu,vita",Vitamins,8
C0004457,Axis vertebra,bpoc,Axis vertebra,8
C0205238,TRUE,qlco,TRUE,8
C0024204,lymph nodes,bpoc,lymph nodes,8
C0205098,Medial,spco,Medial,8
C0282636,Cell Respiration,celf,Cell Respiration,8
C0011923,Diagnostic Imaging,diap,Diagnostic Imaging,8
C0036658,Esthesia,ortf,Esthesia,8
C0444099,Skin Specimen,bdsu,Skin Specimen,8
C0014695,ergocalciferol,"orch,phsu,vita",ergocalciferol,8
C0006674,calcitriol,"orch,phsu,vita",calcitriol,8
C0456389,size,spco,size,8
C0037303,Bone structure of cranium,bpoc,Bone structure of cranium,8
C0205124,Superficial,spco,Superficial,8
C0024235,Lymphatic System,bdsy,Lymphatic System,8
C1266240,Prostaglandin measurement,lbpr,Prostaglandin measurement,8
C0443157,Bony,ftcn,Bony,8
C0205147,regional,spco,regional,8
C0205108,Distal (qualifier value),spco,Distal (qualifier value),8
C0836916,Abdominal wall structure,bpoc,Abdominal wall structure,8
C0000726,Abdomen,blor,Abdomen,8
C0034896,Rectum,bpoc,Rectum,8
C0029408,Degenerative polyarthritis,dsyn,Degenerative polyarthritis,8
C0563538,Mechanical force,phpr,Mechanical force,8
C0935624,Capillary vessel,bpoc,Capillary vessel,8
C0221464,Arterial,spco,Arterial,8
C0000769,teratologic,ftcn,teratologic,8
C0020168,Humor,inpr,Humor,8
C1098706,human AVP protein,"aapp,bacs",human AVP protein,8
C0035237,Respiratory System,bdsy,Respiratory System,8
C0443288,Restricted,ftcn,Restricted,8
C0221138,Blood group antibody I,"aapp,imft",Blood group antibody I,8
C1282914,Surrounding (qualifier value),spco,Surrounding (qualifier value),8
C0004153,Atherosclerosis,dsyn,Atherosclerosis,8
C0326926,Cardinalis cardinalis,bird,Cardinalis cardinalis,8
C0043227,Work,ocac,Work,8
C0009563,Biomechanical compliance,qnco,Biomechanical compliance,8
C0347980,percent uptake,qnco,percent uptake,8
C0205100,Peripheral,spco,Peripheral,8
C0043031,warfarin,"hops,orch,phsu",warfarin,8
C0022650,Kidney Calculi,dsyn,Kidney Calculi,8
C0441635,Anatomical segmentation,spco,Anatomical segmentation,8
C0007004,Carbohydrates,orch,Carbohydrates,8
C0032005,Pituitary Gland,bpoc,Pituitary Gland,8
C0020663,Hypothalamic structure,bpoc,Hypothalamic structure,8
C0428554,Finding of blood glucose level,lbtr,Finding of blood glucose level,8
C1254042,Anatomical maturation,phsf,Anatomical maturation,8
C0836913,Fossa,bsoj,Fossa,8
C0013303,Duodenum,bpoc,Duodenum,8
C0005388,Bile fluid,bdsu,Bile fluid,8
C0596624,Glycogenolysis,moft,Glycogenolysis,8
C0039798,therapeutic aspects,ftcn,therapeutic aspects,8
C0005437,Bilirubin,"bacs,orch",Bilirubin,8
C0001617,Adrenal Cortex Hormones,"horm,orch,phsu",Adrenal Cortex Hormones,8
C0022658,Kidney Diseases,dsyn,Kidney Diseases,8
C0024523,Malabsorption Syndrome,dsyn,Malabsorption Syndrome,8
C0013221,Drug toxicity,inpo,Drug toxicity,8
C0031354,Pharyngeal structure,bpoc,Pharyngeal structure,8
C0027423,Nasal cavity,bsoj,Nasal cavity,8
C0040408,Tongue,bpoc,Tongue,8
C0036270,Scalp structure,bpoc,Scalp structure,8
C0849912,Emotional,fndg,Emotional,8
C0242402,Opioids,"hops,orch,phsu",Opioids,8
C0026565,Mortality Vital Statistics,qnco,Mortality Vital Statistics,8
C0024650,Malpractice,qlco,Malpractice,8
C0443299,Separate,qlco,Separate,8
C0003873,Rheumatoid Arthritis,dsyn,Rheumatoid Arthritis,8
C0205195,Combined,qlco,Combined,8
C0024299,Lymphoma,neop,Lymphoma,8
C0302592,Cervix carcinoma,neop,Cervix carcinoma,8
C0392920,Chemotherapy Regimen,topp,Chemotherapy Regimen,8
C0034065,Pulmonary Embolism,patf,Pulmonary Embolism,8
C0003364,Antihypertensive Agents,phsu,Antihypertensive Agents,8
C1301772,Pertinent information,qnco,Pertinent information,8
C1827279,Physical exam section,inpr,Physical exam section,8
C0242379,Malignant neoplasm of lung,neop,Malignant neoplasm of lung,8
C0162809,Kallmann Syndrome,dsyn,Kallmann Syndrome,8
C0042341,Varicocele,dsyn,Varicocele,8
C0016658,Fracture,inpo,Fracture,7
C0243125,degradation aspects,orgf,degradation aspects,7
C0596902,Membrane Transport Proteins,"aapp,bacs",Membrane Transport Proteins,7
C0033727,Protons,elii,Protons,7
C0175996,Protoplasm,celc,Protoplasm,7
C0014609,Epithelium,tisu,Epithelium,7
C1271104,Blood pressure finding,fndg,Blood pressure finding,7
C0015744,Feedback - system communication,phpr,Feedback - system communication,7
C0031164,Permeability,npop,Permeability,7
C0445247,Same,qlco,Same,7
C0006675,calcium,"bacs,elii,phsu",calcium,7
C0456962,Rapid,qlco,Rapid,7
C0923800,Structural anatomical relation,cnce,Structural anatomical relation,7
C0036537,Bodily secretions,bdsu,Bodily secretions,7
C0589507,Cognitive function: initiation,menp,Cognitive function: initiation,7
C0524899,Penetrance,qnco,Penetrance,7
C0018995,Hemochromatosis,dsyn,Hemochromatosis,7
C0039730,Thalassemia,dsyn,Thalassemia,7
C0019069,Hemophilia A,dsyn,Hemophilia A,7
C1285529,Purpose,ftcn,Purpose,7
C0205343,Reversible,ftcn,Reversible,7
C0439801,Limited (extensiveness),ftcn,Limited (extensiveness),7
C0002778,Analysis of substances,lbpr,Analysis of substances,7
C0582205,Utilities (organization),orgt,Utilities (organization),7
C0205282,Malignant - descriptor,qlco,Malignant - descriptor,7
C0439674,Intrinsic origin,ftcn,Intrinsic origin,7
C0038435,Stress,fndg,Stress,7
C0033692,Proteoglycan,"aapp,bacs",Proteoglycan,7
C0439070,Roman Numeral III,inpr,Roman Numeral III,7
C0005508,Biological Availability,qnco,Biological Availability,7
C0010762,Cytochrome P450,"aapp,enzy",Cytochrome P450,7
C0242893,Cholinergic Agents,phsu,Cholinergic Agents,7
C1636779,% deficient,qnco,% deficient,7
C1721101,Biosynthetic Pathways,moft,Biosynthetic Pathways,7
C0149676,Enzyme Deficiency,dsyn,Enzyme Deficiency,7
C0008059,Child,aggp,Child,7
C0029016,Oncogenes,gngm,Oncogenes,7
C0231290,Status post,tmco,Status post,7
C0040715,Chromosomal translocation,comd,Chromosomal translocation,7
C0595947,Extrinsic origin,ftcn,Extrinsic origin,7
C1547383,Person Name,inpr,Person Name,7
C0022417,Joints,bsoj,Joints,7
C0037009,Joint structure of shoulder region,bsoj,Joint structure of shoulder region,7
C1322271,Wrist joint,bsoj,Wrist joint,7
C0022745,Knee joint,bsoj,Knee joint,7
C0337094,Exit,spco,Exit,7
C0439634,Formations,spco,Formations,7
C1257909,Diploid Cell,cell,Diploid Cell,7
C0035579,Rickets,dsyn,Rickets,7
C0017399,genetic aspects,ftcn,genetic aspects,7
C0043240,Wound Healing,orgf,Wound Healing,7
C0205125,Deep (qualifier value),spco,Deep (qualifier value),7
C1299581,Able (finding),fndg,Able (finding),7
C0449830,With configuration,spco,With configuration,7
C0446633,abdominal organ,bpoc,abdominal organ,7
C1720771,Testicular Hydrocele,cgab,Testicular Hydrocele,7
C0205090,Right,spco,Right,7
C0042232,Vagina,bpoc,Vagina,7
C0183683,"Support, device",medd,"Support, device",7
C0175566,Open,spco,Open,7
C0037663,Growth Hormone,"aapp,horm,phsu",Growth Hormone,7
C0027552,Needs,qlco,Needs,7
C0039155,Systole,tmco,Systole,7
C2709248,Pulmonary (qualifier value),qlco,Pulmonary (qualifier value),7
C1258192,Total Peripheral Resistance,phsf,Total Peripheral Resistance,7
C0005850,Blood Volume,clna,Blood Volume,7
C0582103,Medical Examination,hlca,Medical Examination,7
C0439861,Substance,sbst,Substance,7
C0205276,Local,spco,Local,7
C0028754,Obesity,dsyn,Obesity,7
C0205549,Series,qnco,Series,7
C0037473,sodium,"bacs,elii",sodium,7
C0475224,Ischemic,ftcn,Ischemic,7
C0444532,Right sided,spco,Right sided,7
C0521095,Determined by,qlco,Determined by,7
C0042845,vitamin B12,"orch,phsu,vita",vitamin B12,7
C1273519,Subdivision of (attribute),fndg,Subdivision of (attribute),7
C0003280,Anticoagulants,phsu,Anticoagulants,7
C0005779,Blood Coagulation Disorders,dsyn,Blood Coagulation Disorders,7
C0021376,Chronic inflammation,patf,Chronic inflammation,7
C0024530,Malaria,dsyn,Malaria,7
C0001811,Aging,orgf,Aging,7
C0030471,Nasal sinus,bsoj,Nasal sinus,7
C0037993,Spleen,bpoc,Spleen,7
C0011065,Cessation of life,orgf,Cessation of life,7
C0001125,"Acidosis, Lactic",dsyn,"Acidosis, Lactic",7
C0086168,Dissociation,mobd,Dissociation,7
C0034929,Reflex action,ortf,Reflex action,7
C0023890,Liver Cirrhosis,dsyn,Liver Cirrhosis,7
C0011880,Diabetic Ketoacidosis,dsyn,Diabetic Ketoacidosis,7
C0678896,Endocrine function,phsf,Endocrine function,7
C0001613,Adrenal Cortex,bpoc,Adrenal Cortex,7
C0002844,Androgens,"horm,phsu",Androgens,7
C0039601,testosterone,"horm,orch,phsu",testosterone,7
C0021655,Insulin Resistance,patf,Insulin Resistance,7
C0008148,Chlamydia,bact,Chlamydia,7
C0018081,Gonorrhea,dsyn,Gonorrhea,7
C0032460,Polycystic Ovary Syndrome,dsyn,Polycystic Ovary Syndrome,7
C0021344,human papillomavirus,virs,human papillomavirus,7
C0423896,Feeling content,menp,Feeling content,7
C0032987,Ectopic Pregnancy,patf,Ectopic Pregnancy,7
C0008858,Citric Acid Cycle,moft,Citric Acid Cycle,7
C0008350,Cholelithiasis,dsyn,Cholelithiasis,7
C0008325,Cholecystitis,dsyn,Cholecystitis,7
C0020541,Portal Hypertension,dsyn,Portal Hypertension,7
C0030920,Peptic Ulcer,dsyn,Peptic Ulcer,7
C0007799,Cerebral Ventricles,bsoj,Cerebral Ventricles,7
C0028863,Muscle of orbit,bpoc,Muscle of orbit,7
C0041445,Tympanic membrane structure,bpoc,Tympanic membrane structure,7
C0013455,middle ear,bsoj,middle ear,7
C0023693,Light,npop,Light,7
C0023185,Learning,menp,Learning,7
C0277786,Chief complaint (finding),fndg,Chief complaint (finding),7
C0036341,Schizophrenia,mobd,Schizophrenia,7
C0443211,Established,qlco,Established,7
C0370003,Specimen,sbst,Specimen,7
C0009667,Confidence Intervals,qnco,Confidence Intervals,7
C0220900,Prevalence aspects,qnco,Prevalence aspects,7
C0005489,Bioethics,bmod,Bioethics,7
C0030499,Parasitic Diseases,dsyn,Parasitic Diseases,7
C0026946,Mycoses,dsyn,Mycoses,7
C0085110,Severe Combined Immunodeficiency,dsyn,Severe Combined Immunodeficiency,7
C0332134,Preliminary diagnosis qualifier value,qlco,Preliminary diagnosis qualifier value,7
C0011560,Amyloid deposition,patf,Amyloid deposition,7
C0476089,Endometrial Carcinoma,neop,Endometrial Carcinoma,7
C0013404,Dyspnea,sosy,Dyspnea,7
C0002962,Angina Pectoris,sosy,Angina Pectoris,7
C0238339,Hereditary pancreatitis,dsyn,Hereditary pancreatitis,7
C0009871,Contraceptive Agents,phsu,Contraceptive Agents,7
C0376558,Life,idcn,Life,6
C0026237,Mitochondria,celc,Mitochondria,6
C0025979,Microfilaments,celc,Microfilaments,6
C1265611,Quantity,qnco,Quantity,6
C0022521,Kartagener Syndrome,dsyn,Kartagener Syndrome,6
C0034289,Pyrimidines,"bacs,nnon",Pyrimidines,6
C0015161,Eukaryotic Cells,cell,Eukaryotic Cells,6
C0040722,disease transmission qualifier,idcn,disease transmission qualifier,6
C0565930,per second,tmco,per second,6
C0017431,Genotype,orga,Genotype,6
C0162565,Acute intermittent porphyria,dsyn,Acute intermittent porphyria,6
C0020179,Huntington Disease,dsyn,Huntington Disease,6
C0013264,"Muscular Dystrophy, Duchenne",dsyn,"Muscular Dystrophy, Duchenne",6
C0205314,New,qlco,New,6
C1262865,Natures,ftcn,Natures,6
C0026193,Minor (person),popg,Minor (person),6
C0597295,Protein Biosynthesis,moft,Protein Biosynthesis,6
C0031715,Phosphorylation,moft,Phosphorylation,6
C0441922,N+ (tumor staging),inpr,N+ (tumor staging),6
C0017262,Gene Expression,genf,Gene Expression,6
C0028128,nitric oxide,"orch,phsu",nitric oxide,6
C0002059,Alkaline Phosphatase,"aapp,enzy",Alkaline Phosphatase,6
C0020507,Hyperplasia,patf,Hyperplasia,6
C0333865,Cytologic atypia,comd,Cytologic atypia,6
C0024432,macrophage,cell,macrophage,6
C1562749,Cell feature,orga,Cell feature,6
C0019638,Histology,bmod,Histology,6
C0487602,Staining method,lbpr,Staining method,6
C0230899,Elastic Fibers,tisu,Elastic Fibers,6
C0017263,Gene Expression Regulation,genf,Gene Expression Regulation,6
C0524527,Drug Formulation Process,resa,Drug Formulation Process,6
C0017067,Ganglia,bpoc,Ganglia,6
C0031119,Peripheral Nerves,bpoc,Peripheral Nerves,6
C0206162,Baroreflex,ortf,Baroreflex,6
C4084937,Antimicrobial Peptide,"aapp,phsu",Antimicrobial Peptide,6
C0243192,agonists,phsu,agonists,6
C0020792,Identification (Psychology),menp,Identification (Psychology),6
C0205415,Balanced - adjective,ftcn,Balanced - adjective,6
C0596263,Carcinogenesis,neop,Carcinogenesis,6
C1140680,Malignant neoplasm of ovary,neop,Malignant neoplasm of ovary,6
C2346926,Macronutrient,food,Macronutrient,6
C0021212,Indicators,irda,Indicators,6
C0439824,Verbal,qlco,Verbal,6
C0549207,Bone structure of spine,bpoc,Bone structure of spine,6
C1140618,Upper Extremity,bpoc,Upper Extremity,6
C0449243,Timing,tmco,Timing,6
C0013935,Embryo,emst,Embryo,6
C0596002,Observation of reflex,fndg,Observation of reflex,6
C0029442,Osteomalacia,dsyn,Osteomalacia,6
C0376315,Manufactured form,mnob,Manufactured form,6
C0205092,Unilateral,spco,Unilateral,6
C1565805,"FGF9 protein, human","aapp,bacs","FGF9 protein, human",6
C0205494,Neurologic (qualifier value),qlco,Neurologic (qualifier value),6
C0444454,Access,spco,Access,6
C0446516,Upper arm,blor,Upper arm,6
C0035561,Bone structure of rib,bpoc,Bone structure of rib,6
C1522447,Cutaneous Route of Drug Administration,ftcn,Cutaneous Route of Drug Administration,6
C1301886,Diameter (qualifier value),qnco,Diameter (qualifier value),6
C0443254,Mechanical Methods,ftcn,Mechanical Methods,6
C0332285,Within,spco,Within,6
C0563547,Pressure change,phpr,Pressure change,6
C1148523,Childbirth,orgf,Childbirth,6
C0006901,Blood capillaries,bpoc,Blood capillaries,6
C0034057,Pulmonary Circulation,ortf,Pulmonary Circulation,6
C0027303,NADP,"bacs,nnon",NADP,6
C0018203,Chronic granulomatous disease,dsyn,Chronic granulomatous disease,6
C0032863,Power (Psychology),socb,Power (Psychology),6
C0017654,Glomerular Filtration Rate,diap,Glomerular Filtration Rate,6
C0227130,Tooth Socket,bpoc,Tooth Socket,6
C0015264,Exertion,orgf,Exertion,6
C1299583,Independently able,fndg,Independently able,6
C0459963,Structure of pulmonary blood vessel,bpoc,Structure of pulmonary blood vessel,6
C0022924,Lactates,orch,Lactates,6
C0220981,Metabolic acidosis,patf,Metabolic acidosis,6
C0524462,Luminal region,spco,Luminal region,6
C0504085,Body Excretions,bdsu,Body Excretions,6
C0042276,Vagus nerve structure,bpoc,Vagus nerve structure,6
C0439844,Covered (qualifier value),ftcn,Covered (qualifier value),6
